text,font_size,font_name,is_bold,is_italic,x0,x1,y0,y1,y_pos,text_alignment,line_spacing,page,is_uppercase,num_words,text_length,contains_colon_or_dot,is_numbered_heading,has_bullets_or_dashes,pdf_file
Software Testing,9.960000000000036,Helvetica,0,0,437.95,515.6877999999999,730.77828,740.73828,735.75828,right,11.519999999999982,7,0,2,16,0,0,0,file02.pdf
Qualifications Board,9.960000000000036,Helvetica,0,0,430.75,522.84016,719.25828,729.21828,724.23828,right,11.519999999999982,7,0,2,20,0,0,0,file02.pdf
2.  Introduction to Foundation Level Agile Tester Extension,15.960000000000036,Helvetica-Bold,1,0,70.944,523.0668600000002,651.27628,667.2362800000001,659.2562800000001,left,61.98199999999997,7,0,8,59,1,0,0,file02.pdf
The  certification  for  Foundation  Level  Extension  –  Agile  Tester  is  designed  for  professionals  who  are,9.960000000000035,Helvetica,0,0,70.944,543.930456,634.53868,644.59828,639.56848,left,22.638000000000034,7,0,15,115,0,0,0,file02.pdf
working  within  Agile  environments.,9.960000000000036,Helvetica,0,0,70.94399999999999,231.90756000000002,623.11456,633.07456,628.09456,left,11.523720000000026,7,0,4,37,1,0,0,file02.pdf
It  is  also  for  professionals  who  are  planning  to  start  implementing,9.960000000000036,Helvetica,0,0,237.86364,543.7940039999994,623.11456,633.07456,628.09456,left,0.0,7,0,11,77,0,0,0,file02.pdf
"Agile  methods  in  the  near  future,  or  are  working  within  companies  that  plan  to  do  so,  The  certification",9.960000000000036,Helvetica,0,0,70.94399999999999,543.8846400000001,611.59084,621.55084,616.57084,left,11.523720000000026,7,0,18,120,0,0,0,file02.pdf
"provides an advantage for those who would like to know the required Agile activities, roles, methods, and",9.960000000000036,Helvetica,0,0,70.95396000000005,544.0918079999999,600.0671199999999,610.02712,605.04712,left,11.523720000000026,7,0,17,105,0,0,0,file02.pdf
methodologies specific to their role.,9.960000000000036,Helvetica,0,0,70.95396000000005,230.31196800000012,588.66292,598.62292,593.64292,left,11.404199999999946,7,0,5,37,1,0,0,file02.pdf
2.1  Intended Audience,14.040000000000077,Helvetica,0,0,70.944,218.716404,559.03372,573.0737200000001,566.0537200000001,left,25.549199999999928,7,0,3,22,1,1,0,file02.pdf
The Foundation Level Extension – Agile Tester qualification is aimed at four main groups of professionals:,9.960000000000036,Helvetica,0,0,70.944,541.6585799999999,539.94868,550.00828,544.97848,left,23.06544000000008,7,0,16,106,1,0,0,file02.pdf
1.  Professionals  who  have  achieved  in-depth  testing  experience  in  traditional  methods  and  would,9.960000000000036,Helvetica,0,0,88.94171999999998,543.489228,528.52456,538.48456,533.50456,left,11.523720000000026,7,0,13,107,1,0,0,file02.pdf
like to get an Agile Tester Certificate.,9.960000000000036,Helvetica,0,0,106.93943999999999,273.18678000000006,517.0008399999999,526.96084,521.98084,left,11.523720000000026,7,0,7,40,1,0,0,file02.pdf
"2.  Junior  professional  testers  who  are  just  starting  in  the  testing  profession,  have  received  the",9.95999999999998,Helvetica,0,0,88.94171999999999,544.0947959999999,505.47711999999996,515.4371199999999,510.4571199999999,left,11.523720000000026,7,0,15,111,1,0,0,file02.pdf
"Foundation  Level  certificate,  and  would  like  to  know  more  about  the  tester’s  role  in  an  Agile",9.960000000000004,Helvetica,0,0,106.93943999999999,543.842808,493.8537999999999,503.9133999999999,498.8835999999999,left,11.523720000000026,7,0,16,108,0,0,0,file02.pdf
environment.,9.95999999999998,Helvetica,0,0,106.94939999999997,167.44743599999998,482.5491999999999,492.5091999999999,487.52919999999995,left,11.404200000000003,7,0,1,12,1,0,0,file02.pdf
"3.  Professionals  who  are  relatively  new  to  testing  and  are  required  to  implement  test  approaches,",9.95999999999998,Helvetica,0,0,88.95167999999997,543.787032,471.0254799999999,480.9854799999999,476.0054799999999,left,11.523720000000026,7,0,15,111,1,0,0,file02.pdf
methods and techniques in their day to day job in Agile projects.,9.95999999999998,Helvetica,0,0,106.95935999999996,392.71674000000013,459.5017599999999,469.46175999999986,464.4817599999999,left,11.523720000000026,7,0,12,65,1,0,0,file02.pdf
4.  Professionals  who  are  experienced  in  their  role  (including  unit  testing)  and  need  more,9.95999999999998,Helvetica,0,0,88.96163999999996,543.8278679999997,447.97803999999985,457.93803999999983,452.95803999999987,left,11.523720000000026,7,0,14,102,1,0,0,file02.pdf
understanding  and  knowledge  about  how  to  perform  and  manage  testing  on  all  levels  in  Agile,9.95999999999998,Helvetica,0,0,106.95935999999996,544.0858319999996,436.4543199999998,446.4143199999998,441.43431999999984,left,11.523720000000026,7,0,15,104,0,0,0,file02.pdf
projects.,9.95999999999998,Helvetica,0,0,106.95935999999996,147.49655999999996,424.9305999999998,434.8905999999998,429.9105999999998,left,11.523720000000026,7,0,1,9,1,0,0,file02.pdf
"These  professionals  include  people  who  are  in  roles  such  as  testers,  test  analysts,  test  engineers,  test",9.95999999999998,Helvetica,0,0,70.96391999999996,543.980256,402.0126399999998,411.9726399999998,406.9926399999998,left,22.917959999999994,7,0,16,119,0,0,0,file02.pdf
"consultants, test managers, user acceptance testers, and software developers.",9.95999999999998,Helvetica,0,0,70.97388000000012,422.2820040000002,390.4689999999998,400.4289999999998,395.44899999999984,left,11.543639999999982,7,0,9,77,1,0,0,file02.pdf
This  Foundation  Level  Extension  –  Agile  Tester  certification  may  also  be  appropriate  for  anyone  who,9.95999999999998,Helvetica,0,0,70.97388000000012,543.7491840000002,367.3319199999998,377.3915199999998,372.36171999999976,left,23.037480000000016,7,0,15,113,0,0,0,file02.pdf
"wants  a  deeper  understanding  of  software  testing  in  the  Agile  world,  such  as  project  managers,  quality",9.95999999999998,Helvetica,0,0,70.97388000000012,543.8796599999997,355.9077999999998,365.86779999999976,360.88779999999974,left,11.523720000000026,7,0,16,117,0,0,0,file02.pdf
"managers,  software  development  managers,  business  analysts,",9.95999999999998,Helvetica,0,0,70.97388000000012,384.45492000000024,344.5035999999998,354.46359999999976,349.4835999999998,left,11.404200000000003,7,0,6,64,0,0,0,file02.pdf
"IT  directors,  and  management",9.95999999999998,Helvetica,0,0,390.69984000000017,543.8248800000002,344.5035999999998,354.46359999999976,349.4835999999998,left,0.0,7,0,4,31,0,0,0,file02.pdf
consultants.,9.95999999999998,Helvetica,0,0,70.97388000000018,127.09848000000017,332.97987999999975,342.93987999999973,337.95987999999977,left,11.523720000000026,7,0,1,12,1,0,0,file02.pdf
2.2  Career Paths for Testers,14.039999999999964,Helvetica,0,0,70.944,255.16284000000002,291.86372,305.90371999999996,298.88372,left,37.03615999999977,7,0,5,29,1,1,0,file02.pdf
"Building  on  the  Foundation  Level,  the  Agile  Tester  Extension  supports  the  definition  of  career  paths  for",9.95999999999998,Helvetica,0,0,70.944,543.8109359999996,272.90828000000005,282.86828,277.88828,left,23.035439999999937,7,0,16,119,0,0,0,file02.pdf
professional testers.  A person with the Agile Tester  certificate has extended the broad understanding of,9.95999999999998,Helvetica,0,0,70.944,543.6565559999996,261.38456,271.34456,266.36456,left,11.523720000000026,7,0,15,106,1,0,0,file02.pdf
testing acquired at the Foundation Level to enable him or her to work effectively as a professional tester in,9.959999999999978,Helvetica,0,0,70.944,543.9742799999999,249.86084,259.82084,254.84084,left,11.523720000000026,7,0,19,109,0,0,0,file02.pdf
an Agile project.,9.960000000000008,Helvetica,0,0,70.95395999999988,148.2455519999999,238.45664,248.41664,243.43664,left,11.404199999999975,7,0,3,17,1,0,0,file02.pdf
People possessing an ISTQB Foundation Level Extension – Agile Tester certificate may use the Certified,9.960000000000008,Helvetica,0,0,70.96391999999989,543.843804,215.28968,225.34928,220.31948,left,23.067360000000008,7,0,15,102,0,0,0,file02.pdf
Tester Foundation Level acronym CTFL-AT.,9.960000000000008,Helvetica,0,0,70.96391999999986,269.23763999999994,203.86556,213.82556,208.84555999999998,left,11.523719999999997,7,0,5,40,1,0,0,file02.pdf
2.3  Learning Objectives,14.04000000000002,Helvetica,0,0,70.944,225.596004,162.71372,176.75372000000002,169.73372,left,37.07183999999998,7,0,3,24,1,1,0,file02.pdf
"In  general,  the  Foundation  Level syllabus  is  examinable  at  a  K1  level,  i.e.,  the candidate  will  recognize,",9.960000000000008,Helvetica,0,0,70.944,543.8029679999996,143.75827999999998,153.71828,148.73827999999997,left,23.035440000000023,7,0,17,120,1,0,0,file02.pdf
remember and recall terms and concepts stated in the Foundation Level syllabus.,9.960000000000008,Helvetica,0,0,70.944,433.99695600000007,132.23456,142.19456,137.21456,left,11.523719999999997,7,0,12,79,1,0,0,file02.pdf
"In  addition,  all  Foundation  Level  syllabus  learning  objectives  are  examinable  at  the  same  K- level  in  an",9.959999999999992,Helvetica,0,0,70.94400000000002,543.9095399999998,109.3166,119.27659999999999,114.29659999999998,left,22.917960000000008,7,0,17,119,0,0,0,file02.pdf
extension exam.,9.959999999999994,Helvetica,0,0,70.94400000000002,146.38104,97.80283999999999,107.76283999999998,102.78284,left,11.513760000000005,7,0,2,15,1,0,0,file02.pdf
Version 2014,9.960000000000008,ABCDEE+Trebuchet MS,0,0,76.58136000000002,136.51466400000004,61.916959999999975,71.87695999999998,66.89695999999998,left,35.88588,7,0,2,12,0,0,0,file02.pdf
Page 7 of 12,9.960000000000008,ABCDEE+Trebuchet MS,0,0,270.1639200000001,328.3621920000001,61.916959999999975,71.87695999999998,66.89695999999998,center,0.0,7,0,4,12,0,0,0,file02.pdf
"May 31, 2014",9.960000000000008,ABCDEE+Trebuchet MS,0,0,471.5750400000002,533.1318240000002,61.916959999999975,71.87695999999998,66.89695999999998,right,0.0,7,0,3,12,0,0,0,file02.pdf
© International Software Testing Qualifications Board,6.0,Helvetica,0,0,76.584,219.2940000000001,48.438,54.438,51.438,left,17.43895999999998,7,0,6,53,0,0,0,file02.pdf
Overview,12.0,Helvetica,0,0,74.424,127.78800000000001,737.0759999999999,749.0759999999999,743.0759999999999,left,,8,0,1,8,0,0,0,file02.pdf
Foundation Level Extension – Agile Tester,9.960000000000033,Helvetica,0,0,74.424,265.0652,722.3986799999999,732.45828,727.4284799999999,left,16.617719999999963,8,0,6,41,0,0,0,file02.pdf
International,9.960000000000036,Helvetica,0,0,447.91,505.67956000000004,742.29828,752.25828,747.27828,right,19.800000000000068,8,0,1,13,0,0,0,file02.pdf
Software Testing,9.960000000000036,Helvetica,0,0,437.95,515.6877999999999,730.77828,740.73828,735.75828,right,11.519999999999982,8,0,2,16,0,0,0,file02.pdf
Qualifications Board,9.960000000000036,Helvetica,0,0,430.75,522.84016,719.25828,729.21828,724.23828,right,11.519999999999982,8,0,2,20,0,0,0,file02.pdf
"That  said,  each  extension  level  exam  focuses  on  the  learning  objectives  defined  in  that  extension",9.960000000000036,Helvetica,0,0,70.944,543.7969920000002,672.07828,682.03828,677.05828,left,47.180000000000064,8,0,15,111,0,0,0,file02.pdf
"syllabus. The relevant learning objectives at K1, K2, and K3 levels are provided at the beginning of each",9.960000000000036,Helvetica,0,0,70.94399999999999,543.6127319999996,660.5545599999999,670.51456,665.5345599999999,left,11.523720000000026,8,0,18,105,1,0,0,file02.pdf
chapter within each particular extension syllabus.,9.960000000000036,Helvetica,0,0,70.94399999999999,290.81100000000015,649.0308399999999,658.9908399999999,654.0108399999999,left,11.523720000000026,8,0,6,50,1,0,0,file02.pdf
2.4  Entry Requirements,14.040000000000077,Helvetica,0,0,70.944,225.6297,619.3937199999999,633.43372,626.41372,left,25.55711999999994,8,0,3,23,1,1,0,file02.pdf
"To  be  able  to  participate  in  a  Foundation  Level  Extension  –  Agile  Tester  exam,  candidates  must  have",9.960000000000035,Helvetica,0,0,70.944,543.9533640000001,600.33868,610.39828,605.36848,left,23.035439999999994,8,0,17,115,0,0,0,file02.pdf
obtained the ISTQB Foundation Level certificate.,9.960000000000036,Helvetica,0,0,70.94400000000002,289.3877160000001,588.9145599999999,598.87456,593.89456,left,11.523720000000026,8,0,6,48,1,0,0,file02.pdf
2.5  Structure and Course Duration,14.040000000000077,Helvetica,0,0,70.944,291.9490440000001,559.2737199999999,573.31372,566.2937199999999,left,25.560839999999985,8,0,5,34,1,1,0,file02.pdf
The  Foundation  Level  Extension  –  Agile  Tester  syllabus  has  no  shared  or  common  elements  with  the,9.960000000000035,Helvetica,0,0,70.944,543.8368320000001,540.18868,550.24828,545.21848,left,23.065439999999967,8,0,16,111,0,0,0,file02.pdf
Foundation Level syllabus.,9.960000000000036,Helvetica,0,0,70.94400000000002,192.03768000000005,528.76456,538.72456,533.74456,left,11.523720000000026,8,0,3,26,1,0,0,file02.pdf
The syllabi must be taught in the following minimum number of days:,9.95999999999998,Helvetica,0,0,70.94400000000002,377.0556360000002,505.8466,515.8066,510.8266,left,22.917959999999994,8,0,12,67,1,0,0,file02.pdf
Syllabus,9.95999999999998,Helvetica-Bold,1,0,212.21,256.00412,479.44828,489.40828,484.42828,center,26.398320000000012,8,0,1,8,0,0,0,file02.pdf
Baseline: Foundation,9.95999999999998,Helvetica,0,0,212.21,308.82728000000003,461.32828,471.28828,466.30827999999997,center,18.120000000000005,8,0,2,20,1,0,0,file02.pdf
Extension: Agile Tester,9.95999999999998,Helvetica,0,0,212.21,317.83172,443.32828,453.28828,448.30827999999997,center,18.0,8,0,3,23,1,0,0,file02.pdf
Days,9.95999999999998,Helvetica-Bold,1,0,368.47,395.00344000000007,479.44828,489.40828,484.42828,center,36.120000000000005,8,0,1,4,0,0,0,file02.pdf
3,9.95999999999998,Helvetica,0,0,377.59,385.89664,461.32828,471.28828,466.30827999999997,center,18.120000000000005,8,0,1,1,0,0,0,file02.pdf
2,9.95999999999998,Helvetica,0,0,377.59,385.89664,443.32828,453.28828,448.30827999999997,center,18.0,8,0,1,1,0,0,0,file02.pdf
The  following  figure  shows  the  structure  of  the  Agile  Tester  Extension  and  its  relationship  to  the,9.95999999999998,Helvetica,0,0,70.944,543.9194999999997,413.80828,423.76828,418.78828,left,29.519999999999982,8,0,16,113,0,0,0,file02.pdf
Foundation Level.,9.95999999999998,Helvetica,0,0,70.944,153.037308,402.28456,412.24456,407.26455999999996,left,11.523720000000026,8,0,2,17,1,0,0,file02.pdf
Version 2014,9.960000000000008,ABCDEE+Trebuchet MS,0,0,76.584,136.51730400000002,61.9182,71.8782,66.8982,left,340.36636,8,0,2,12,0,0,0,file02.pdf
Page 8 of 12,9.960000000000008,ABCDEE+Trebuchet MS,0,0,270.16656,328.36483200000004,61.9182,71.8782,66.8982,center,0.0,8,0,4,12,0,0,0,file02.pdf
"May 31, 2014",9.960000000000008,ABCDEE+Trebuchet MS,0,0,471.5776800000001,533.1344640000001,61.9182,71.8782,66.8982,right,0.0,8,0,3,12,0,0,0,file02.pdf
© International Software Testing Qualifications Board,6.0,Helvetica,0,0,76.584,219.2940000000001,48.438,54.438,51.438,left,17.440200000000004,8,0,6,53,0,0,0,file02.pdf
Overview,12.0,Helvetica,0,0,74.424,127.78800000000001,737.0759999999999,749.0759999999999,743.0759999999999,left,,9,0,1,8,0,0,0,file02.pdf
Foundation Level Extension – Agile Tester,9.960000000000033,Helvetica,0,0,74.424,265.0652,722.3986799999999,732.45828,727.4284799999999,left,16.617719999999963,9,0,6,41,0,0,0,file02.pdf
International,9.960000000000036,Helvetica,0,0,447.91,505.67956000000004,742.29828,752.25828,747.27828,right,19.800000000000068,9,0,1,13,0,0,0,file02.pdf
Software Testing,9.960000000000036,Helvetica,0,0,437.95,515.6877999999999,730.77828,740.73828,735.75828,right,11.519999999999982,9,0,2,16,0,0,0,file02.pdf
Qualifications Board,9.960000000000036,Helvetica,0,0,430.75,522.84016,719.25828,729.21828,724.23828,right,11.519999999999982,9,0,2,20,0,0,0,file02.pdf
2.6  Keeping It Current,14.040000000000077,Helvetica,0,0,70.944,215.51949600000006,642.43372,656.4737200000001,649.45372,left,72.74455999999998,9,0,4,23,1,1,0,file02.pdf
The software industry changes rapidly.  To deal with these changes and to provide the stakeholders with,9.960000000000036,Helvetica,0,0,70.944,543.9573479999996,623.4782799999999,633.43828,628.45828,left,23.035440000000108,9,0,16,103,1,0,0,file02.pdf
"access  to  relevant  and  current  information,  the  ISTQB  working  groups  have  created  links  on  the",9.960000000000036,Helvetica,0,0,70.944,543.7979879999997,611.9545599999999,621.9145599999999,616.9345599999999,left,11.523720000000026,9,0,15,108,0,0,0,file02.pdf
"www.istqb.org web site which refer to supporting documents, changes to standards and new occurrences",9.960000000000036,Helvetica,0,0,70.944,543.4852439999999,600.4308399999999,610.3908399999999,605.4108399999999,left,11.523720000000026,9,0,14,100,1,0,0,file02.pdf
in the industry.  This information is not examinable under this syllabus.,9.960000000000036,Helvetica,0,0,70.94399999999999,384.44496000000004,588.9071199999998,598.8671199999999,593.8871199999999,left,11.523720000000026,9,0,11,73,1,0,0,file02.pdf
Version 2014,9.96,ABCDEE+Trebuchet MS,0,0,76.58135999999996,136.51466399999998,61.903599999999834,71.86359999999983,66.88359999999983,left,527.0035200000001,9,0,2,12,0,0,0,file02.pdf
Page 9 of 12,9.96,ABCDEE+Trebuchet MS,0,0,270.16391999999996,328.362192,61.903599999999834,71.86359999999983,66.88359999999983,center,0.0,9,0,4,12,0,0,0,file02.pdf
"May 31, 2014",9.96,ABCDEE+Trebuchet MS,0,0,471.57504000000006,533.131824,61.903599999999834,71.86359999999983,66.88359999999983,right,0.0,9,0,3,12,0,0,0,file02.pdf
© International Software Testing Qualifications Board,6.0,Helvetica,0,0,76.584,219.2940000000001,48.438,54.438,51.438,left,17.425599999999832,9,0,6,53,0,0,0,file02.pdf
Overview,12.0,Helvetica,0,0,74.424,127.78800000000001,737.0759999999999,749.0759999999999,743.0759999999999,left,,10,0,1,8,0,0,0,file02.pdf
Foundation Level Extension – Agile Tester,9.960000000000033,Helvetica,0,0,74.424,265.0652,722.3986799999999,732.45828,727.4284799999999,left,16.617719999999963,10,0,6,41,0,0,0,file02.pdf
International,9.960000000000036,Helvetica,0,0,447.91,505.67956000000004,742.29828,752.25828,747.27828,right,19.800000000000068,10,0,1,13,0,0,0,file02.pdf
Software Testing,9.960000000000036,Helvetica,0,0,437.95,515.6877999999999,730.77828,740.73828,735.75828,right,11.519999999999982,10,0,2,16,0,0,0,file02.pdf
Qualifications Board,9.960000000000036,Helvetica,0,0,430.75,522.84016,719.25828,729.21828,724.23828,right,11.519999999999982,10,0,2,20,0,0,0,file02.pdf
3.  Overview of the Foundation Level Extension – Agile Tester,15.960000000000033,Helvetica-Bold,1,0,70.944,541.0394160000001,654.2366800000001,670.3562800000001,662.2964800000001,left,58.861999999999966,10,0,10,61,1,0,0,file02.pdf
Syllabus,15.960000000000036,Helvetica-Bold,1,0,106.93380000000008,176.9662800000001,635.9146000000001,651.8746000000001,643.8946000000001,left,18.481679999999983,10,0,1,8,0,0,0,file02.pdf
3.1  Business Outcomes,14.040000000000077,Helvetica,0,0,70.944,226.28256,588.43372,602.4737200000001,595.45372,left,49.40088000000003,10,0,3,22,1,1,0,file02.pdf
This section lists the Business Outcomes expected of a candidate who has achieved the Foundation Level,9.960000000000036,Helvetica,0,0,70.944,543.5230919999997,569.4782799999999,579.43828,574.45828,left,23.035440000000108,10,0,16,102,0,0,0,file02.pdf
Extension – Agile Tester certification.,9.960000000000033,Helvetica,0,0,70.944,238.63852800000004,557.8549599999999,567.9145599999999,562.8847599999999,left,11.523720000000026,10,0,5,39,1,0,0,file02.pdf
An Agile Tester can…,9.959999999999928,Arial,0,0,70.93404000000001,170.65356000000003,534.9071199999998,544.9368399999998,539.9219799999998,left,22.97772000000009,10,0,4,20,0,0,0,file02.pdf
AFM1  Collaborate in a cross-functional Agile team being familiar with principles and basic,9.95999999999998,Helvetica,0,0,107.78,514.00064,511.96828,521.92828,516.94828,left,23.008559999999875,10,0,13,91,0,0,0,file02.pdf
practices of Agile software development.,9.95999999999998,Helvetica,0,0,145.34,327.5517200000001,500.44828,510.40828,505.42828,left,11.519999999999982,10,0,5,40,1,0,0,file02.pdf
AFM2  Adapt existing testing experience and knowledge to Agile values and principles.,9.95999999999998,Helvetica,0,0,107.78,500.03776000000005,477.40828000000005,487.36828,482.38828,left,23.039999999999964,10,0,12,85,1,0,0,file02.pdf
AFM3  Support the Agile team in planning test-related activities.,9.95999999999998,Helvetica,0,0,107.78,397.76776000000007,452.44828,462.40828,457.42828,left,24.960000000000036,10,0,9,65,1,0,0,file02.pdf
AFM4  Apply relevant methods and techniques for testing in an Agile project.,9.95999999999998,Helvetica,0,0,107.78,455.0077600000001,427.36828,437.32828,432.34828000000005,left,25.079999999999984,10,0,12,76,1,0,0,file02.pdf
AFM5  Assist the Agile team in test automation activities.,9.95999999999998,Helvetica,0,0,107.78,367.28776000000005,402.28828000000004,412.24828,407.26828,left,25.079999999999984,10,0,9,58,1,0,0,file02.pdf
"AFM6  Assist business stakeholders in defining understandable and testable user stories,",9.95999999999998,Helvetica,0,0,107.78,510.94735999999995,377.18828,387.14828,382.16828,left,25.100000000000023,10,0,11,88,0,0,0,file02.pdf
"scenarios, requirements and acceptance criteria as appropriate.",9.95999999999998,Helvetica,0,0,145.34,430.40776000000005,365.78828000000004,375.74828,370.76828,left,11.399999999999977,10,0,7,63,1,0,0,file02.pdf
AFM7  Work and share information with other team members using effective communication,9.95999999999998,Helvetica,0,0,107.78,522.9335599999998,342.74828,352.70828,347.72828000000004,left,23.04000000000002,10,0,12,86,0,0,0,file02.pdf
styles and channels.,9.95999999999998,Helvetica,0,0,145.34,238.49588000000003,331.22828000000004,341.18828,336.20828000000006,left,11.519999999999982,10,0,3,20,1,0,0,file02.pdf
"In general, a Certified Tester Foundation Level – Agile Tester is expected to have acquired the necessary",9.959999999999981,Helvetica,0,0,70.944,539.538096,295.96868,306.02828,300.99848,left,35.160000000000025,10,0,17,105,0,0,0,file02.pdf
skills to working effectively within an Agile team and environment.,9.95999999999998,Helvetica,0,0,70.94399999999999,363.32976,284.54456,294.50455999999997,289.52455999999995,left,11.523720000000026,10,0,10,67,1,0,0,file02.pdf
3.2  Content,14.04000000000002,Helvetica,0,0,70.944,150.98604,243.38371999999998,257.42372,250.40372,left,37.08083999999997,10,0,2,12,1,1,0,file02.pdf
Chapter 1: Agile Software Development,9.960000000000008,Helvetica,0,0,70.944,249.16824000000005,224.39828,234.35828,229.37828000000002,left,23.065439999999995,10,0,5,37,1,0,0,file02.pdf
  The tester should remember the basic concept of Agile software development based on the Agile,9.960000000000008,Helvetica,0,0,88.94172,543.8328479999998,212.05784000000003,222.11744000000002,217.08764000000002,left,12.240839999999992,10,0,16,96,0,0,0,file02.pdf
Manifesto.,9.960000000000008,Helvetica,0,0,106.93944,155.797224,200.75324,210.71324,205.73324000000002,left,11.404200000000003,10,0,1,10,1,0,0,file02.pdf
  The  tester  should  understand  the  advantages  of  the  whole-team  approach  and  the  benefits  of,9.960000000000006,Helvetica,0,0,88.94172,543.8756759999995,188.41280000000003,198.47240000000002,193.44260000000003,left,12.240839999999992,10,0,15,106,0,0,0,file02.pdf
early and frequent feedback.,9.96000000000001,Helvetica,0,0,106.93944,236.58676800000003,177.1082,187.06820000000002,182.08820000000003,left,11.404200000000003,10,0,4,28,1,0,0,file02.pdf
  The tester should recall Agile software development approaches.,9.960000000000008,Helvetica,0,0,88.94172,396.44974800000006,164.76776000000004,174.82736000000003,169.79756000000003,left,12.240839999999992,10,0,9,66,1,0,0,file02.pdf
  The  tester  should  be  able  to  write  testable  user  stories  in  collaboration  with  developers  and,9.960000000000008,Helvetica,0,0,88.94172,543.7352399999999,152.52692000000005,162.58652000000004,157.55672000000004,left,12.240839999999992,10,0,16,110,0,0,0,file02.pdf
business representatives.,9.960000000000008,Helvetica,0,0,106.93944,223.146744,141.22232000000002,151.18232000000003,146.20232000000004,left,11.404200000000003,10,0,2,25,1,0,0,file02.pdf
  The  tester  should  understand  how  retrospectives  can  be  used  as  a  mechanism  for  process,9.960000000000008,Helvetica,0,0,88.94172,543.6167159999998,128.88188000000005,138.94148000000004,133.91168000000005,left,12.240839999999992,10,0,15,102,0,0,0,file02.pdf
improvement in Agile projects.,9.959999999999994,Helvetica,0,0,106.93944,243.78685200000004,117.57728000000004,127.53728000000004,122.55728000000005,left,11.404200000000003,10,0,4,30,1,0,0,file02.pdf
  The tester should understand the use and purpose of continuous integration.,9.959999999999994,Helvetica,0,0,88.94172,447.56944799999997,105.23684000000003,115.29644000000003,110.26664000000002,left,12.240840000000006,10,0,12,78,1,0,0,file02.pdf
"  The tester should know the differences between iteration and release planning, and how a tester",9.959999999999994,Helvetica,0,0,88.94172,543.8906159999996,92.99600000000002,103.05560000000003,98.02580000000003,left,12.240840000000006,10,0,16,98,0,0,0,file02.pdf
adds value in each of these activities.,9.959999999999994,Helvetica,0,0,106.93944,275.46762,81.69140000000003,91.65140000000002,86.67140000000003,left,11.404200000000003,10,0,7,39,1,0,0,file02.pdf
Version 2014,9.96,ABCDEE+Trebuchet MS,0,0,76.58136,136.514664,61.890920000000015,71.85092000000002,66.87092000000001,left,19.800480000000007,10,0,2,12,0,0,0,file02.pdf
Page 10 of 12,9.959999999999999,ABCDEE+Trebuchet MS,0,0,267.64404,331.12111200000004,61.890920000000015,71.85092000000002,66.87092000000001,center,0.0,10,0,4,13,0,0,0,file02.pdf
"May 31, 2014",9.96,ABCDEE+Trebuchet MS,0,0,471.57504000000006,533.131824,61.890920000000015,71.85092000000002,66.87092000000001,right,0.0,10,0,3,12,0,0,0,file02.pdf
© International Software Testing Qualifications Board,6.0,Helvetica,0,0,76.584,219.2940000000001,48.438,54.438,51.438,left,17.412920000000014,10,0,6,53,0,0,0,file02.pdf
Overview,12.0,Helvetica,0,0,74.424,127.78800000000001,737.0759999999999,749.0759999999999,743.0759999999999,left,,11,0,1,8,0,0,0,file02.pdf
Foundation Level Extension – Agile Tester,9.960000000000033,Helvetica,0,0,74.424,265.0652,722.3986799999999,732.45828,727.4284799999999,left,16.617719999999963,11,0,6,41,0,0,0,file02.pdf
International,9.960000000000036,Helvetica,0,0,447.91,505.67956000000004,742.29828,752.25828,747.27828,right,19.800000000000068,11,0,1,13,0,0,0,file02.pdf
Software Testing,9.960000000000036,Helvetica,0,0,437.95,515.6877999999999,730.77828,740.73828,735.75828,right,11.519999999999982,11,0,2,16,0,0,0,file02.pdf
Qualifications Board,9.960000000000036,Helvetica,0,0,430.75,522.84016,719.25828,729.21828,724.23828,right,11.519999999999982,11,0,2,20,0,0,0,file02.pdf
"Chapter 2: Fundamental Agile Testing Principles, Practices, and Processes",9.960000000000036,Helvetica,0,0,70.944,406.3519800000002,672.07828,682.03828,677.05828,left,47.180000000000064,11,0,9,73,1,0,0,file02.pdf
  The  tester should  be  able  to  describe  the  differences between  testing  activities in  Agile  projects,9.960000000000035,Helvetica,0,0,88.94172,543.6426119999999,659.7378399999999,669.7974399999999,664.7676399999999,left,12.240840000000048,11,0,16,112,0,0,0,file02.pdf
and non-Agile projects.,9.960000000000036,Helvetica,0,0,106.93944,211.98258000000004,648.3137199999999,658.2737199999999,653.2937199999999,left,11.523720000000026,11,0,3,23,1,0,0,file02.pdf
  The  tester  should  be  able  to  describe  how  development  and  testing  activities  are  integrated  in,9.960000000000035,Helvetica,0,0,88.94172,543.4942079999998,636.0927999999999,646.1524,641.1225999999999,left,12.121319999999969,11,0,16,111,0,0,0,file02.pdf
Agile projects.,9.960000000000036,Helvetica,0,0,106.93944,172.47723600000003,624.6686799999999,634.6286799999999,629.6486799999999,left,11.523720000000026,11,0,2,15,1,0,0,file02.pdf
  The tester should be able to describe the role of independent testing in Agile projects.,9.960000000000035,Helvetica,0,0,88.94172,487.199292,612.3282399999998,622.3878399999999,617.3580399999998,left,12.240840000000048,11,0,16,91,1,0,0,file02.pdf
  The tester should be able to describe the tools and techniques used to communicate the status of,9.960000000000035,Helvetica,0,0,88.94172,543.4533719999998,600.2069199999999,610.2665199999999,605.2367199999999,left,12.121319999999969,11,0,18,99,0,0,0,file02.pdf
