text,page,pdf_file,label
intention to do so in an e-mail to Michael Ridley (mridley@uoguelph.ca) by April 11th.,2,file03.pdf,OTHER
"Proposals may be e-mailed, mailed, couriered or faxed to: Larry Moore",2,file03.pdf,OTHER
"(lmoore@accessola.com), Executive Director, The Ontario Library Association, 100 Lombard",2,file03.pdf,OTHER
"St., Suite 303, Toronto, ON  M5C 1M3.  Proposals must be received by Noon on Monday,",2,file03.pdf,OTHER
"April 21, 2003.",2,file03.pdf,H3
Those proposals that are short-listed will be invited to discuss their proposal during the week,2,file03.pdf,OTHER
"of  April  28,  2003.  No  presentation  will  be  expected.  Firms  or  consultants  invited  to  an",2,file03.pdf,OTHER
interview  will  be  expected  to  discuss  the  project  and  their  approach  with  the  selection,2,file03.pdf,OTHER
committee.,2,file03.pdf,H3
"Contracts with the firm/consultant will be signed the week of May 5, 2003 with the work to",2,file03.pdf,OTHER
commence as soon as possible thereafter.,2,file03.pdf,H3
RFP: To Develop the Ontario Digital Library Business Plan,2,file03.pdf,OTHER
March  2003,2,file03.pdf,OTHER
2222,2,file03.pdf,OTHER
Please note that we reserve the right not to select any of the submitted proposals and may,3,file03.pdf,OTHER
seek further response to these Terms of Reference.,3,file03.pdf,OTHER
"If you require further information or have any questions, please contact Michael Ridley by e-",3,file03.pdf,OTHER
mail  (mridley@uoguelph.ca)  only  by  3:00  p.m.  on  Friday  April  18th.  All  questions  and,3,file03.pdf,OTHER
responses  will  be  shared  with  those  who  have  indicated  that  they  will  be  submitting  a,3,file03.pdf,OTHER
"proposal. Please note, that firms/consultants who have not indicated in an e-mail to Michael",3,file03.pdf,OTHER
Ridley  by  April  11th  that  they  will  be  submitting  a  proposal  will  not  receive  any  further,3,file03.pdf,OTHER
information or question responses.,3,file03.pdf,H3
Background,3,file03.pdf,H2
"First, some background on the ODL. For the last two years the Ontario Library Association",3,file03.pdf,OTHER
"has  acted  as  a  catalyst,  bringing  together  the  stakeholders  needed  to  create  the  Ontario",3,file03.pdf,OTHER
"Digital Library (ODL). These stakeholders include Ontario’s 5000+ public libraries, university,",3,file03.pdf,OTHER
"college, and school libraries, as well as Ontario government ministries.",3,file03.pdf,OTHER
Libraries that serve very different clientele recognize that by working together they can create,3,file03.pdf,OTHER
"seamless  access  to  quality  electronic  library  services.  Through  the  ODL,  students  will  be",3,file03.pdf,OTHER
"able  to explore  a topic  at  school,  use  the  same child-safe resources  after school  (either  at",3,file03.pdf,OTHER
"home  or  at  a  public  library),  enter  college  or  university  with  a  knowledge  of  how  to  use",3,file03.pdf,OTHER
"electronic resources that are still available and then, after graduation, continue to use these",3,file03.pdf,OTHER
skills and resources at work or at home.,3,file03.pdf,OTHER
We are moving into a period of convergence. With convergence we no longer have to license,3,file03.pdf,OTHER
commercial products as individual libraries or institutions. We can work together to spend our,3,file03.pdf,OTHER
money wisely. The provincial government has made this possible by working hard to provide,3,file03.pdf,OTHER
"all  Ontarians  with  a  stable,  high-speed  communications  infrastructure. While  there  is  still  a",3,file03.pdf,OTHER
"great deal of work needed to improve this infrastructure, libraries are beginning to plan how",3,file03.pdf,OTHER
best to exploit communications technology. We can reduce barriers to access and create the,3,file03.pdf,OTHER
content infrastructure needed to support a knowledge society.,3,file03.pdf,OTHER
"The concept of an ODL is a key element in The Roadmap to Prosperity, a strategic plan to",3,file03.pdf,OTHER
envision and attain Ontario’s economic goal prepared by the Ontario Jobs and Investment,3,file03.pdf,OTHER
Board. The OJIB strategic plan recommends an electronic library to “connect students to new,3,file03.pdf,OTHER
"workplaces, new sources of information and applied learning opportunities”. The ODL will do",3,file03.pdf,OTHER
"that and much more.  The ODL will connect students to electronic information, and will also",3,file03.pdf,OTHER
leverage this investment to help connect all citizens to the electronic information they need as,3,file03.pdf,OTHER
"they make decisions, solve problems and enhance their quality of life.",3,file03.pdf,OTHER
Libraries have long been a key delivery point for public services. The ODL will allow that,3,file03.pdf,OTHER
"delivery point to move closer to citizens, into the smallest of libraries and even into living",3,file03.pdf,OTHER
rooms.,3,file03.pdf,H3
"Libraries have a long tradition of using a practical, consultative approach to solving problems,",3,file03.pdf,OTHER
and of learning from others.  The ODL is a very practical solution to various problems.,3,file03.pdf,OTHER
Jurisdiction-wide digital libraries are very practical and very real. The ODL we propose is,3,file03.pdf,OTHER
leading edge for Ontario but several jurisdictions have forged the path with collaborative,3,file03.pdf,OTHER
"digital libraries. We can learn from their experiences. For example, The Alberta Library (TAL)",3,file03.pdf,OTHER
RFP: To Develop the Ontario Digital Library Business Plan,3,file03.pdf,OTHER
March  2003,3,file03.pdf,OTHER
3333,3,file03.pdf,OTHER
was incorporated in 1997 as a province-wide library consortium. TAL works collaboratively,4,file03.pdf,OTHER
with its members to promote universal access to materials and resources in more than 250,4,file03.pdf,OTHER
"public, post-secondary, special, government and regional libraries.  Unlike ODL, TAL does",4,file03.pdf,OTHER
"not include elementary or secondary schools. However, the timeline and funding we are",4,file03.pdf,OTHER
proposing for ODL is comparable to TAL‘s experience. TAL’s business planning took several,4,file03.pdf,OTHER
years.  TAL’s implementation plan was supported by 8 million dollars in provincially shared,4,file03.pdf,OTHER
"funding, spread over three years, later revised to 15 million dollars over 4 years. Not only is",4,file03.pdf,OTHER
"Alberta’s population 30% of Ontario’s, TAL does not include elementary or secondary",4,file03.pdf,OTHER
schools as partners; it has 250 member libraries. ODL envisions universal access for all,4,file03.pdf,OTHER
"10,000,000 Ontarians, with more than 5000 Ontario libraries as partners.  Although ODL can",4,file03.pdf,OTHER
"learn from TAL’s practices, the scope of planning and implementing ODL is much larger than",4,file03.pdf,OTHER
TAL.,4,file03.pdf,H3
The ODL will be a partnership-based organization providing seamless electronic information,4,file03.pdf,OTHER
services and resources to the citizens of Ontario. It will use local libraries as the entry point for,4,file03.pdf,OTHER
common resources  The ODL will recognize the unique responsibilities and needs of public,4,file03.pdf,OTHER
"libraries,  school  libraries,  college  and  university  libraries  and  special  libraries.  The  ODL",4,file03.pdf,OTHER
"envisions a digital network of information resources, allowing members to collaborate when",4,file03.pdf,OTHER
there is mutual benefit and to support the common mandates of local libraries.,4,file03.pdf,OTHER
The principles which will define and guide the ODL are:,4,file03.pdf,OTHER
Equitable access for all Ontarians:,4,file03.pdf,H3
"We  will  bring  consistent,  high-quality  electronic  resources  and  services  to  10  million",4,file03.pdf,OTHER
Ontario citizens,4,file03.pdf,H3
We  will  eliminate  barriers  to  the  access  to  information  and  create  more  consistent,4,file03.pdf,OTHER
services for library clients.,4,file03.pdf,H3
Shared decision-making and accountability:,4,file03.pdf,H3
We  will  facilitate  consensus  among  members  regarding  ODL’s  portfolio  of  electronic,4,file03.pdf,OTHER
licenses and services,4,file03.pdf,OTHER
We  will  balance  the  interests  and  realities  of  small  and  large  as  well  as  rich  and  poor,4,file03.pdf,OTHER
communities and institutions.,4,file03.pdf,OTHER
Shared governance structure:,4,file03.pdf,H3
We will share decision-making in order to enable the people we serve.,4,file03.pdf,OTHER
We will work based on an underlying assumption of trust and synergy.,4,file03.pdf,OTHER
Shared funding:,4,file03.pdf,H3
"We will leverage provincial, institutional, and local dollars to realize economies of scale",4,file03.pdf,OTHER
and put Ontario dollars to work for everyone.,4,file03.pdf,OTHER
We will be willing to pool talents and dollars in order to provide common services that are,4,file03.pdf,OTHER
truly greater than those that can be maintained by individual institutions.,4,file03.pdf,OTHER
RFP: To Develop the Ontario Digital Library Business Plan,4,file03.pdf,OTHER
March  2003,4,file03.pdf,OTHER
4444,4,file03.pdf,OTHER
Local points of entry:,5,file03.pdf,H3
"We will provide the licenses, infrastructure, services and support that enable local",5,file03.pdf,OTHER
"libraries to provide exceptional services to their clientele. ODL will focus on support,",5,file03.pdf,OTHER
"providing the underpinning, not overshadowing.",5,file03.pdf,H2
Services envisioned for the ODL’s include:,5,file03.pdf,H3
Access:,5,file03.pdf,H3
"to the “deep” web (i.e. Commercial, purchased electronic services)",5,file03.pdf,OTHER
to credible web sites and electronic resources,5,file03.pdf,H2
to digital government information,5,file03.pdf,H2
to local digital collections,5,file03.pdf,H2
Guidance and Advice:,5,file03.pdf,H3
to support e-learning,5,file03.pdf,H3
"to support citizens, in real-time, as they try to use electronic resources",5,file03.pdf,OTHER
to assist citizens as they use web-links,5,file03.pdf,H2
Training:,5,file03.pdf,H3
for library workers,5,file03.pdf,H3
for the general public,5,file03.pdf,H3
Provincial Purchasing & Licensing:,5,file03.pdf,H3
of electronic content on a consortia basis for all member libraries,5,file03.pdf,OTHER
Technological Support:,5,file03.pdf,H3
of common standards for the preservation and archiving local digital content,5,file03.pdf,OTHER
of a common interface to ODL resources and services that can be imbedded in local,5,file03.pdf,OTHER
library web sites,5,file03.pdf,H3
What could the ODL really mean?,5,file03.pdf,H3
For each Ontario citizen it could mean:,5,file03.pdf,H4
One local point of entry to access seamless electronic library services and,5,file03.pdf,OTHER
"resources for their personal, educational and professional needs;",5,file03.pdf,OTHER
"Access to credible, high-quality, user-friendly electronic services through their",5,file03.pdf,OTHER
"community, school, or academic library;",5,file03.pdf,OTHER
Confidence that the electronic services and sources they – and their children,5,file03.pdf,OTHER
"– are using are safe, valid, and bringing them both global and local",5,file03.pdf,OTHER
perspectives;,5,file03.pdf,OTHER
Electronic  information  and  tools  that  enhance  job  skills  and  the  learning,5,file03.pdf,OTHER
experience,5,file03.pdf,OTHER
For each Ontario student it could mean:,5,file03.pdf,H4
"One local point of entry to quality, curriculum- based electronic information",5,file03.pdf,OTHER
resources and services,5,file03.pdf,OTHER
"Connection to their individual educational environment, whether at the",5,file03.pdf,OTHER
"elementary, secondary or post-secondary levels",5,file03.pdf,OTHER
RFP: To Develop the Ontario Digital Library Business Plan,5,file03.pdf,OTHER
March  2003,5,file03.pdf,OTHER
5555,5,file03.pdf,OTHER
"Confidence that the services and resources people are using are credible,",6,file03.pdf,OTHER
available when they need them and adaptable to different learning styles,6,file03.pdf,OTHER
For each Ontario library it could mean:,6,file03.pdf,H4
One point of entry for themselves and their clientele to quality electronic,6,file03.pdf,OTHER
"resources and services that support and enhance their collections, programs",6,file03.pdf,OTHER
and services,6,file03.pdf,H1
"The opportunity to show case their local community, collections, services, and",6,file03.pdf,OTHER
expertise,6,file03.pdf,OTHER
"The opportunity to gain from the provincial, collaborative partnership in order",6,file03.pdf,OTHER
to provide a seamless gateway to digital resources and services,6,file03.pdf,OTHER
For the Ontario government it could mean:,6,file03.pdf,H4
"A point of entry to information services and resources for all Ontario citizens,",6,file03.pdf,OTHER
connecting to portal initiatives.,6,file03.pdf,OTHER
Support of the Ontario E-Learning strategy through a collaborative digital,6,file03.pdf,OTHER
library initiative that positions Ontario on the global e-learning scene,6,file03.pdf,OTHER
Improved access and flexibility for all students at all ages and stages,6,file03.pdf,OTHER
(supports Ontario’s lifelong learning strategy),6,file03.pdf,H1
The opportunity to address emerging job skills shortages and facilitate school,6,file03.pdf,OTHER
to work and job to job transitions with the necessary information and,6,file03.pdf,OTHER
knowledge supports and tools,6,file03.pdf,H1
ODL will be an incorporated non-profit organization governed by a Board of Directors elected,6,file03.pdf,OTHER
by  a  voting  membership.  The  Board  will  include  representatives  from  all  stakeholders. We,6,file03.pdf,OTHER
envision a governance model similar to that prepared for the province’s ORION network.,6,file03.pdf,OTHER
"More information regarding the envisioned phasing, funding  and resources required for the",6,file03.pdf,OTHER
ODL can be found in the appendixes.,6,file03.pdf,H3
The Business Plan to be Developed,6,file03.pdf,H2
The business plan which needs to be developed for the ODL must be a formal business plan,6,file03.pdf,OTHER
"that documents and clearly communicates the ODL’s services, funding and governance",6,file03.pdf,OTHER
"structures, as well as implementation plans for 2004-2005, and operational plans for 2005-",6,file03.pdf,OTHER
"2007.  The planning process must also secure the full commitment of all stakeholders, as",6,file03.pdf,OTHER
represented on the Steering Committee.,6,file03.pdf,H3
"Specifically, the business plan must include:",6,file03.pdf,H3
"how the ODL will be implemented, including the timeline",6,file03.pdf,OTHER
the financial plan for the implementation,6,file03.pdf,OTHER
"the financial plan for the first 2 operating years, including capital and operating costs,",6,file03.pdf,OTHER
"revenues, etc.",6,file03.pdf,OTHER
a financial forecast for the succeeding 2 operating years,6,file03.pdf,OTHER
the services and products to be delivered by the ODL,6,file03.pdf,OTHER
how the ODL will operate and be managed following the implementation,6,file03.pdf,OTHER
"who  will  be  involved,  and  what  their  role/responsibility  will  be,  for  both  the",6,file03.pdf,OTHER
implementation and operational stages,6,file03.pdf,OTHER
RFP: To Develop the Ontario Digital Library Business Plan,6,file03.pdf,OTHER
March  2003,6,file03.pdf,OTHER
6666,6,file03.pdf,OTHER
the marketing and communications plan for the ODL,7,file03.pdf,OTHER
the commitment of all stakeholders to their responsibilities,7,file03.pdf,OTHER
The process of developing this business plan must be extremely consultative to ensure that,7,file03.pdf,OTHER
all stakeholders are engaged in creating a synergistic ODL organization. The proposal must,7,file03.pdf,OTHER
indicate how this consultative process will be approached.,7,file03.pdf,OTHER
"The business plan for the ODL must address significant issues. There are, for example,",7,file03.pdf,OTHER
enormous differences in the financial resources available to libraries mandated to provide,7,file03.pdf,OTHER
"similar services. Some post-secondary and public libraries, particularly those in large urban",7,file03.pdf,OTHER
"areas, have the facilities, funding and technological infrastructure necessary to service their",7,file03.pdf,OTHER
"patrons with electronic services and resources.  Many others, particularly in rural regions, do",7,file03.pdf,OTHER
not.  The proposal must indicate how these issues will be approached.,7,file03.pdf,OTHER
Milestones,7,file03.pdf,H3
1)  A preliminary report will be issued during June 2003.,7,file03.pdf,OTHER
"2)  It  is  expected  that  an  Interim  Report,  suitable  for  distribution  to  the  broader  library",7,file03.pdf,OTHER
"community will be available by August 1, 2003 and that there will be an opportunity",7,file03.pdf,OTHER
for responses to be evaluated.,7,file03.pdf,H3
3)  The business plan must be completed and approved by the ODL Steering Committee,7,file03.pdf,OTHER
"no later than September 30, 2003.",7,file03.pdf,H3
Approach and Specific Proposal Requirements,7,file03.pdf,H2
The firm/consultant (or proposed team of consultants) will be expected to work closely with,7,file03.pdf,OTHER
the  ODL  Steering  Committee.  Terms  of  reference  for  the  Committee  are  in  the  appendix.,7,file03.pdf,OTHER
"Given the consultative nature of this business planning process, the firm/consultant will also",7,file03.pdf,OTHER
be expected to travel and communicate regularly with various stakeholders as well as  with,7,file03.pdf,OTHER
electronic resource publishers/vendors.,7,file03.pdf,H3
The proposal should include the following information:,7,file03.pdf,OTHER
a) name of the firm/consultant,7,file03.pdf,OTHER
"b) names of those individuals who will be engaged in this project, their specific",7,file03.pdf,OTHER
responsibilities on this project and relevant experience/qualifications,7,file03.pdf,OTHER
c) description of similar engagements that highlight the firm’s experience in business,7,file03.pdf,OTHER
planning and building stakeholder commitment,7,file03.pdf,H2
d) references with details of work completed for these references,7,file03.pdf,OTHER
"e) description of the approach that will be used for completing the business plan,",7,file03.pdf,OTHER
including a timeline,7,file03.pdf,OTHER
"f) cost to complete the study including estimated expenses (i.e.: travel, etc.) and payment",7,file03.pdf,OTHER
structure,7,file03.pdf,OTHER
RFP: To Develop the Ontario Digital Library Business Plan,7,file03.pdf,OTHER
March  2003,7,file03.pdf,OTHER
7777,7,file03.pdf,OTHER
Evaluation and Awarding of Contract,8,file03.pdf,H2
The contract will be awarded to the bidder whose submission offers the best value; the contract will,8,file03.pdf,OTHER
not necessarily be awarded to the lowest bidder.  We reserve the right not to award the contract to,8,file03.pdf,OTHER
any of the bidders responding to this RFP and we may seek further response.,8,file03.pdf,OTHER
"Specifically, proposals will be evaluated proposals according to the following criteria:",8,file03.pdf,OTHER
Quality of the proposal /approach outlined for undertaking the business planning process,8,file03.pdf,OTHER
Demonstrated experience,8,file03.pdf,OTHER
"Cost, including expenses",8,file03.pdf,OTHER
Timeline and projected completion date,8,file03.pdf,OTHER
Other relevant factors as determined by the ODL Steering Committee,8,file03.pdf,OTHER
Questions regarding this RFP should be directed by e-mail only to Michael Ridley,8,file03.pdf,OTHER
(mridley@uoguelph.ca).,8,file03.pdf,H3
Bidders are asked not to contact any other member of the ODL Catalyst Team or the ODL Steering,8,file03.pdf,OTHER
Committee.,8,file03.pdf,H3
RFP: To Develop the Ontario Digital Library Business Plan,8,file03.pdf,OTHER
March  2003,8,file03.pdf,OTHER
8888,8,file03.pdf,OTHER
Appendix A:  ODL Envisioned Phases & Funding,9,file03.pdf,H2
Phase I:  Business Planning,9,file03.pdf,H3
Timeline: March 2003 – September 2003,9,file03.pdf,H3
"Funding Requested:  ~$100,000 jointly funded by stakeholder groups and the provincial government.",9,file03.pdf,OTHER
Result: The ODL business plan,9,file03.pdf,H3
"The first phase will be to build the ODL business plan. This plan will clearly define the ODL’s services,",9,file03.pdf,OTHER
"funding and governance structures, as well as implementation plans for 2003-2005. It will also secure",9,file03.pdf,OTHER
the full commitment of all stakeholders and scope the operational plan for ODL for 2006 and beyond.,9,file03.pdf,OTHER
"Given the number and diversity of stakeholders involved, the business planning process must be a fully",9,file03.pdf,OTHER
consultative approach.  To ensure that the planning results in a workable plan with the full commitment,9,file03.pdf,OTHER
"of all stakeholders it must have competent, dedicated staffing and monies for the travel and",9,file03.pdf,OTHER
communication components so critical in a consultative process.,9,file03.pdf,OTHER
Phase II: Implementing and Transitioning,9,file03.pdf,H3
Timeline: April 2004 – December 2006,9,file03.pdf,H3
Funding Requested:  Funding from other states and provinces suggest that the ODL could receive,9,file03.pdf,OTHER
"funding of up to  $50 Million (over 3 years). Funding to be provided partnership of government, library",9,file03.pdf,OTHER
stakeholders and other interested parties.,9,file03.pdf,H3
Result: The ODL is implemented and validated,9,file03.pdf,OTHER
The second phase will be to implement the ODL based on the business plan. This phase recognizes,9,file03.pdf,OTHER
that for ODL to be optimally successful libraries must transition to a new way of doing business and,9,file03.pdf,OTHER
providing services. The transition must occur while libraries continue to provide existing services and,9,file03.pdf,OTHER
"respond to current challenges. This implementation phase will funded by a partnership of government,",9,file03.pdf,OTHER
library stakeholders and other interested parties as a means to quickly jumpstart the ODL.,9,file03.pdf,OTHER
The seed money requested will allow libraries to realign their budgets and services as the infrastructure,9,file03.pdf,OTHER
"and content of the ODL is created and secured. Some of the funding will be new money, although there",9,file03.pdf,OTHER
is  every  indication  that  existing  budgets  and  methods  of  operating  may  be  modified  as  a  result  of,9,file03.pdf,OTHER
"recommendations. During this phase the polices, procedures, governance structures and accountability",9,file03.pdf,OTHER
"mechanisms of the ODL will be put in place. Pilot projects will be initiated, evaluated and expanded.",9,file03.pdf,OTHER
"Information resources will be identified, contracts for these resources will be negotiated and resources",9,file03.pdf,OTHER
will be made deployed through the ODL. Regular evaluation during this phase will ensure the ODL is,9,file03.pdf,OTHER
achieving its objectives and is accountable to its key communities.,9,file03.pdf,OTHER
Phase III: Operating and Growing the ODL,9,file03.pdf,H3
Timeline: January 2007 -,9,file03.pdf,OTHER
Funding: $50 Million annually ($35 Million requested from government),9,file03.pdf,OTHER
Result: The ODL is fully operational and sustainable,9,file03.pdf,OTHER
In the third phase the ODL moves into the operational stage. Ontarians will experience the full benefits,9,file03.pdf,OTHER
of the initiative and libraries will consolidate support around the ODL to grow resources and extend,9,file03.pdf,OTHER
RFP: To Develop the Ontario Digital Library Business Plan,9,file03.pdf,OTHER
March  2003,9,file03.pdf,OTHER
9999,9,file03.pdf,OTHER
capabilities. The challenge is to secure resources sufficient to both sustain the original investments and,10,file03.pdf,OTHER
to enhance the ODL.,10,file03.pdf,OTHER
The ongoing funding of the ODL will be based on a partnership model involving all the key participants,10,file03.pdf,OTHER
"(i.e. government, libraries, donors, public and private sectors). All participants (i.e. beneficiaries) are",10,file03.pdf,OTHER
expected to make financial contributions to the ODL. It is important in achieving the full impact of the,10,file03.pdf,OTHER
"ODL on Ontario’s economy, society and learning support that all library sectors are participants",10,file03.pdf,OTHER
"(university, colleges, public libraries and schools).",10,file03.pdf,OTHER
"The proposed funding model requires a continuing government investment, but also recognizes that as",10,file03.pdf,OTHER
the ODL matures a growing share of ODL funding will come from libraries and non-governmental,10,file03.pdf,OTHER
sources. During the 3-year implementation phase (2004 – 2006) libraries will realign their budgets to,10,file03.pdf,OTHER
enable ongoing funding contributions to ODL. During the same period ODL must build the proposed,10,file03.pdf,OTHER
endowment and secure public and private sector gifts and/or in-kind contributions. The following chart,10,file03.pdf,OTHER
outlines the model. This model is based on these assumptions:,10,file03.pdf,OTHER
1.,10,file03.pdf,OTHER
that ODL expenditures will increase by 50% over a 10 year period,10,file03.pdf,OTHER
2.,10,file03.pdf,OTHER
that government funding will decrease from 70% to 45% during that 10 year period,10,file03.pdf,OTHER
3.,10,file03.pdf,OTHER
"that library contributions, endowment and gifts/in-kind funding will increase from 30% to 55%",10,file03.pdf,OTHER
during the same period,10,file03.pdf,OTHER
OVERVIEW OF ODL FUNDING MODEL,10,file03.pdf,OTHER
Funding Source,10,file03.pdf,H2
Government,10,file03.pdf,OTHER
Libraries,10,file03.pdf,OTHER
Endowment,10,file03.pdf,OTHER
Gifts/In-Kind,10,file03.pdf,OTHER
TOTAL  ANNUAL,10,file03.pdf,OTHER
2007,10,file03.pdf,OTHER
$35M (70%),10,file03.pdf,OTHER
$10M (20%),10,file03.pdf,OTHER
$4.5M (9%),10,file03.pdf,OTHER
$0.5M (1%),10,file03.pdf,OTHER
$50M,10,file03.pdf,OTHER
2017,10,file03.pdf,OTHER
$33.75M (45%),10,file03.pdf,OTHER
$22.5M (30%),10,file03.pdf,OTHER
$15M (20%),10,file03.pdf,OTHER
$3.75M (5%),10,file03.pdf,OTHER
$75M,10,file03.pdf,OTHER
"While the private sector will be invited to participate in the ODL through the endowment, gifts and in-",10,file03.pdf,OTHER
"kind contributions, the ODL will also explore compatible commercial services which leverage the reach",10,file03.pdf,OTHER
of the ODL and help to offset operating costs.,10,file03.pdf,OTHER
A $50M budget leverages the consortium buying power of the province’s libraries to secure the best,10,file03.pdf,OTHER
"prices for information resources, the widest accessibility and the most favourable contracts. A budget of",10,file03.pdf,OTHER
this nature will ensure a core digital collection of sufficient scope and coverage to address a substantial,10,file03.pdf,OTHER
amount of the wide and diverse information and learning needs of the citizens of Ontario (an overview,10,file03.pdf,OTHER
of the nature of the ODL digital collection is appended). The proposed ODL expenditures in 2006,10,file03.pdf,OTHER
represent an investment of $5.00 per citizen.,10,file03.pdf,OTHER
It is important to recognize that every new dollar per citizen invested in the Ontario Digital Library has a,10,file03.pdf,OTHER
double benefit: it supports a province-wide library of high quality information resources and it,10,file03.pdf,OTHER
strengthens every local library in Ontario by allowing them to reinvest existing dollars in new resources,10,file03.pdf,OTHER
that enhance local services. This multiplier means that for every dollar invested in ODL the return,10,file03.pdf,OTHER
on investment is worth $2 of value for Ontario.,10,file03.pdf,OTHER
RFP: To Develop the Ontario Digital Library Business Plan,10,file03.pdf,OTHER
March  2003,10,file03.pdf,OTHER
10101010,10,file03.pdf,OTHER
Appendix B:,11,file03.pdf,H2
ODL Steering Committee Terms of Reference,11,file03.pdf,H2
1. Preamble,11,file03.pdf,H3
Implementation of the Ontario Digital Library (ODL) requires a detailed business plan to be developed,11,file03.pdf,OTHER
and supported by its diverse stakeholder communities (see: www.odl.on.ca).  The business,11,file03.pdf,OTHER
"development planning and commitment process will be overseen by a Steering Committee, who are",11,file03.pdf,OTHER
accountable to potential ODL funders including  the Province of Ontario.,11,file03.pdf,OTHER
2. Terms of Reference,11,file03.pdf,H3
"In broad terms, the ODL Business Plan Steering Committee is responsible for development of the",11,file03.pdf,OTHER
"business plan, securing sector support, and management of the planners and process.  Specific",11,file03.pdf,OTHER
responsibilities include:,11,file03.pdf,OTHER
"2.1 developing a detailed business plan for the three-year implementation phase of the ODL, including",11,file03.pdf,OTHER
"governance, management, funding model and structure, organizational structure, marketing,",11,file03.pdf,OTHER
"staffing, and evaluation;",11,file03.pdf,OTHER
"2.2 consulting with and reporting to stakeholder communities, to ensure open, consistent and two-way",11,file03.pdf,OTHER
"communication, and to ensure meaningful opportunities for stakeholder input into decision-",11,file03.pdf,OTHER
making;,11,file03.pdf,OTHER
2.3 recruiting and managing the business planner(s);,11,file03.pdf,OTHER
"2.4 defining terms of reference and resource parameters for business planner(s), and authorizing",11,file03.pdf,OTHER
expenditures;,11,file03.pdf,OTHER
2.5 serving as a focus group for business planner(s) to test ideas;,11,file03.pdf,OTHER
2.6 providing signoff for business planner(s) at key decision points of business plan development;,11,file03.pdf,OTHER
"2.7 securing commitment from library, government, and institutional stakeholders for implementation",11,file03.pdf,OTHER
of the business plan;,11,file03.pdf,OTHER
2.8 presenting the business plan to funders,11,file03.pdf,OTHER
2.9 undertaking  advocacy efforts to promote the ODL to the broader communities including library,11,file03.pdf,OTHER
and education communities.,11,file03.pdf,OTHER
3. Membership,11,file03.pdf,H3
"Each of the four sectors, Schools, Colleges, Universities, and Public Libraries can appoint up to two",11,file03.pdf,OTHER
representatives to the steering committee,11,file03.pdf,OTHER
3.1 Schools:,11,file03.pdf,OTHER
- Ontario School Library Association (OSLA) and The Association of Library Consultants and,11,file03.pdf,OTHER
Coordinators of Ontario (TALCO)  (Executive Council of OSLA to name representative in,11,file03.pdf,OTHER
consultation with TALCO),11,file03.pdf,OTHER
3.2 Universities:,11,file03.pdf,OTHER
- Ontario Council of University Libraries (OCUL) (OCUL to name),11,file03.pdf,OTHER
3.3 Colleges:,11,file03.pdf,OTHER
"- Bibliocentre, and  Heads of Libraries and Learning Resources (UAG and HLLR to name)",11,file03.pdf,OTHER
3.4 Public libraries:,11,file03.pdf,OTHER
"- Administrators of Medium-sized Public Libraries of Ontario (AMPLO), Administrators of Rural",11,file03.pdf,OTHER
"Urban Public Libraries of Ontario (ARUPLO), Administrators of Small Public Libraries of",11,file03.pdf,OTHER
Ontario (ASPLO) and Chief Executives of Large-sized Public Libraries of Ontario (CELPLO),11,file03.pdf,OTHER
"(Executives of AMPLO, ARUPLO, ASPLO and CELPLO to name)",11,file03.pdf,OTHER
RFP: To Develop the Ontario Digital Library Business Plan,11,file03.pdf,OTHER
March  2003,11,file03.pdf,OTHER
11111111,11,file03.pdf,OTHER
3.5 Ontario Library Association representative (ex-officio)  (OLA to appoint one representative),12,file03.pdf,OTHER
- Role of the OLA ex-officio member:  To act as a liaison between the steering committee and,12,file03.pdf,OTHER
"the OLA Board, and to assist the chair with the administrative responsibilities connected with",12,file03.pdf,OTHER
"the preparation of the business plan, finance, and communications.",12,file03.pdf,OTHER
"3.6 It is anticipated that as planning for the ODL evolves, the Steering Committee may, at its",12,file03.pdf,OTHER
"discretion, call on invited experts to advise on issues as required.",12,file03.pdf,OTHER
4.  Appointment Criteria and Process,12,file03.pdf,H3
4.1  Groups and organizations named in Section 3 above are responsible for appointing up to two,12,file03.pdf,OTHER
representatives to the Steering Committee.,12,file03.pdf,OTHER
4.2,12,file03.pdf,OTHER
Desired characteristics for steering committee appointees include:,12,file03.pdf,OTHER
•  Strategic thinkers;,12,file03.pdf,OTHER
•  Committed to the concept of multi-sector partnerships;,12,file03.pdf,OTHER
•  Knowledgeable about digital libraries and resources;,12,file03.pdf,OTHER
•  Knowledgeable about government structures;,12,file03.pdf,OTHER
•  Respected by their communities; influential;,12,file03.pdf,OTHER
•  Able to take a consultative approach;,12,file03.pdf,OTHER
•  Able to devote time to Steering Committee business: approximately one day per month for,12,file03.pdf,OTHER
meetings plus 2-3 working days per month on related activities.,12,file03.pdf,OTHER
5.  Term,12,file03.pdf,H3
Expected term on the Steering Committee is the time required to complete development of the,12,file03.pdf,OTHER
business plan plus two months.  This process is expected to take approximately 6 months.,12,file03.pdf,OTHER
6.  Chair,12,file03.pdf,H3
Chair will be appointed by the Board of the Ontario Library Association.,12,file03.pdf,OTHER
Role of the Chair:,12,file03.pdf,OTHER
In addition to the characteristics for appointees (4.2) the role of the chair will be as a process agent,12,file03.pdf,OTHER
"working with the selected consultant(s), OLA, and the Steering Committee to prepare the business",12,file03.pdf,OTHER
